"","federal_subject","cases","recov","deaths","active","edit_date"
"2033","Kirov Oblast",150,14,2,NA,"17:54 19 April 2020"
"2034","Lipetsk Oblast",149,48,1,NA,"17:54 19 April 2020"
"2035","Sverdlovsk Oblast",141,49,1,NA,"17:54 19 April 2020"
"2036","Penza Oblast",140,4,5,NA,"17:54 19 April 2020"
"2037","Kabardino-Balkaria",136,8,0,NA,"17:54 19 April 2020"
"2038","Oryol Oblast",132,10,1,NA,"17:54 19 April 2020"
"2039","Kaliningrad Oblast",126,30,1,NA,"17:54 19 April 2020"
"2040","Astrakhan Oblast",123,9,3,NA,"17:54 19 April 2020"
"2041","North Ossetia-Alania",120,7,2,NA,"17:54 19 April 2020"
"2042","Yaroslavl Oblast",117,12,0,NA,"17:54 19 April 2020"
"2043","Yamalo-Nenets Autonomous Okrug",116,7,1,NA,"17:54 19 April 2020"
"2044","Buryatia",115,37,2,NA,"17:54 19 April 2020"
"2045","Saratov Oblast",114,13,0,NA,"17:54 19 April 2020"
"2046","Novosibirsk Oblast",108,16,3,NA,"17:54 19 April 2020"
"2047","Arkhangelsk Oblast",107,11,0,NA,"17:54 19 April 2020"
"2048","Novgorod Oblast",98,4,1,NA,"17:54 19 April 2020"
"2049","Vologda Oblast",93,13,0,NA,"17:54 19 April 2020"
"2050","Volgograd Oblast",93,23,1,NA,"17:54 19 April 2020"
"2051","Adygea",91,15,2,NA,"17:54 19 April 2020"
"2052","Belgorod Oblast",90,11,2,NA,"17:54 19 April 2020"
"2053","Yakutia",88,16,0,NA,"17:54 19 April 2020"
"2054","Primorsky Krai",80,4,2,NA,"17:54 19 April 2020"
"2055","Samara Oblast",79,15,0,NA,"17:54 19 April 2020"
"2056","Kalmykia",74,9,3,NA,"17:54 19 April 2020"
"2057","Altai Krai",72,4,0,NA,"17:54 19 April 2020"
"2058","Khakassia",68,3,0,NA,"17:54 19 April 2020"
"2059","Chelyabinsk Oblast",68,33,0,NA,"17:54 19 April 2020"
"2060","Karachay-Cherkessia",67,1,0,NA,"17:54 19 April 2020"
"2061","Kostroma Oblast",66,7,2,NA,"17:54 19 April 2020"
"2062","Udmurtia",66,7,3,NA,"17:54 19 April 2020"
"2063","Magadan Oblast",63,1,0,NA,"17:54 19 April 2020"
"2064","Irkutsk Oblast",55,12,2,NA,"17:54 19 April 2020"
"2065","Republic of Crimea",45,22,0,NA,"17:54 19 April 2020"
"2066","Pskov Oblast",44,8,6,NA,"17:54 19 April 2020"
"2067","Kemerovo Oblast",35,6,1,NA,"17:54 19 April 2020"
"2068","Kamchatka Krai",34,3,0,NA,"17:54 19 April 2020"
"2069","Zabaykalsky Krai",34,4,0,NA,"17:54 19 April 2020"
"2070","Omsk Oblast",33,14,0,NA,"17:54 19 April 2020"
"2071","Tomsk Oblast",29,4,0,NA,"17:54 19 April 2020"
"2072","Jewish Autonomous Oblast",20,4,0,NA,"17:54 19 April 2020"
"2073","Sakhalin Oblast",19,8,0,NA,"17:54 19 April 2020"
"2074","Republic of Karelia",19,0,0,NA,"17:54 19 April 2020"
"2075","Amur Oblast",16,4,0,NA,"17:54 19 April 2020"
"2076","Tuva",13,0,0,NA,"17:54 19 April 2020"
"2077","Sevastopol",13,2,0,NA,"17:54 19 April 2020"
"2078","Kurgan Oblast",13,3,0,NA,"17:54 19 April 2020"
"2079","Altai Republic",2,0,0,NA,"17:54 19 April 2020"
"2080","Chukotka Autonomous Okrug",2,0,0,NA,"17:54 19 April 2020"
"2081","Nenets Autonomous Okrug",1,0,0,NA,"17:54 19 April 2020"
"2082","Moscow",26350,1838,204,NA,"16:26 20 April 2020"
"2083","Moscow Oblast",5241,176,49,NA,"16:26 20 April 2020"
"2084","Saint Petersburg",1846,241,8,NA,"16:26 20 April 2020"
"2085","Nizhny Novgorod Oblast",759,26,5,NA,"16:26 20 April 2020"
"2086","Komi Republic",491,21,3,NA,"16:26 20 April 2020"
"2087","Leningrad Oblast",454,9,0,NA,"16:26 20 April 2020"
"2088","Krasnodar Krai",417,59,8,NA,"16:26 20 April 2020"
"2089","Murmansk Oblast",400,28,3,NA,"16:26 20 April 2020"
"2090","Dagestan",331,28,9,NA,"16:26 20 April 2020"
"2091","Bryansk Oblast",321,30,1,NA,"16:26 20 April 2020"
"2092","Tula Oblast",309,41,0,NA,"16:26 20 April 2020"
"2093","Ingushetia",308,22,5,NA,"16:26 20 April 2020"
"2094","Krasnoyarsk Krai",306,17,2,NA,"16:26 20 April 2020"
"2095","Bashkortostan",297,14,14,NA,"16:26 20 April 2020"
"2096","Tver Oblast",296,12,0,NA,"16:26 20 April 2020"
"2097","Mordovia",293,5,1,NA,"16:26 20 April 2020"
"2098","Rostov Oblast",292,13,0,NA,"16:26 20 April 2020"
"2099","Mari El",291,24,1,NA,"16:26 20 April 2020"
"2100","Ryazan Oblast",289,9,0,NA,"16:26 20 April 2020"
"2101","Chechnya",264,19,5,NA,"16:26 20 April 2020"
"2102","Vladimir Oblast",259,11,5,NA,"16:26 20 April 2020"
"2103","Tyumen Oblast",254,20,2,NA,"16:26 20 April 2020"
"2104","Stavropol Krai",244,26,3,NA,"16:26 20 April 2020"
"2105","Tatarstan",230,25,0,NA,"16:26 20 April 2020"
"2106","Kaluga Oblast",228,9,4,NA,"16:26 20 April 2020"
"2107","Chuvashia",225,9,2,NA,"16:26 20 April 2020"
"2108","Kursk Oblast",220,11,2,NA,"16:26 20 April 2020"
"2109","Perm Krai",215,30,3,NA,"16:26 20 April 2020"
"2110","Khabarovsk Krai",215,16,5,NA,"16:26 20 April 2020"
"2111","Tambov Oblast",209,8,0,NA,"16:26 20 April 2020"
"2112","Ivanovo Oblast",203,12,2,NA,"16:26 20 April 2020"
"2113","Smolensk Oblast",189,4,2,NA,"16:26 20 April 2020"
"2114","Khanty-Mansi Autonomous Okrug",188,21,0,NA,"16:26 20 April 2020"
"2115","Ulyanovsk Oblast",187,3,2,NA,"16:26 20 April 2020"
"2116","Orenburg Oblast",184,16,2,NA,"16:26 20 April 2020"
"2117","Voronezh Oblast",180,28,5,NA,"16:26 20 April 2020"
"2118","Oryol Oblast",175,10,1,NA,"16:26 20 April 2020"
"2119","Kirov Oblast",169,14,2,NA,"16:26 20 April 2020"
"2120","Lipetsk Oblast",169,60,1,NA,"16:26 20 April 2020"
"2121","Penza Oblast",165,4,5,NA,"16:26 20 April 2020"
"2122","Kabardino-Balkaria",152,8,0,NA,"16:26 20 April 2020"
"2123","Sverdlovsk Oblast",149,52,1,NA,"16:26 20 April 2020"
"2124","North Ossetia-Alania",145,8,2,NA,"16:26 20 April 2020"
"2125","Yaroslavl Oblast",144,12,0,NA,"16:26 20 April 2020"
"2126","Saratov Oblast",142,13,0,NA,"16:26 20 April 2020"
"2127","Yamalo-Nenets Autonomous Okrug",140,7,1,NA,"16:26 20 April 2020"
"2128","Kaliningrad Oblast",138,35,1,NA,"16:26 20 April 2020"
"2129","Astrakhan Oblast",136,9,3,NA,"16:26 20 April 2020"
"2130","Novosibirsk Oblast",132,16,3,NA,"16:26 20 April 2020"
"2131","Buryatia",115,37,2,NA,"16:26 20 April 2020"
"2132","Arkhangelsk Oblast",114,11,1,NA,"16:26 20 April 2020"
"2133","Belgorod Oblast",112,11,2,NA,"16:26 20 April 2020"
"2134","Volgograd Oblast",111,25,1,NA,"16:26 20 April 2020"
"2135","Novgorod Oblast",108,4,1,NA,"16:26 20 April 2020"
"2136","Yakutia",107,16,0,NA,"16:26 20 April 2020"
"2137","Vologda Oblast",100,13,0,NA,"16:26 20 April 2020"
"2138","Adygea",100,16,2,NA,"16:26 20 April 2020"
"2139","Primorsky Krai",97,4,2,NA,"16:26 20 April 2020"
"2140","Samara Oblast",95,15,0,NA,"16:26 20 April 2020"
"2141","Udmurtia",92,7,3,NA,"16:26 20 April 2020"
"2142","Karachay-Cherkessia",87,1,0,NA,"16:26 20 April 2020"
"2143","Altai Krai",84,4,0,NA,"16:26 20 April 2020"
"2144","Chelyabinsk Oblast",78,35,0,NA,"16:26 20 April 2020"
"2145","Kalmykia",77,9,3,NA,"16:26 20 April 2020"
"2146","Khakassia",76,3,0,NA,"16:26 20 April 2020"
"2147","Kostroma Oblast",70,7,2,NA,"16:26 20 April 2020"
"2148","Irkutsk Oblast",65,12,2,NA,"16:26 20 April 2020"
"2149","Magadan Oblast",63,1,0,NA,"16:26 20 April 2020"
"2150","Pskov Oblast",52,9,6,NA,"16:26 20 April 2020"
"2151","Republic of Crimea",45,22,0,NA,"16:26 20 April 2020"
"2152","Zabaykalsky Krai",43,4,0,NA,"16:26 20 April 2020"
"2153","Kamchatka Krai",41,4,0,NA,"16:26 20 April 2020"
"2154","Kemerovo Oblast",41,6,1,NA,"16:26 20 April 2020"
"2155","Omsk Oblast",36,16,0,NA,"16:26 20 April 2020"
"2156","Tomsk Oblast",33,4,0,NA,"16:26 20 April 2020"
"2157","Republic of Karelia",27,0,0,NA,"16:26 20 April 2020"
"2158","Jewish Autonomous Oblast",22,4,0,NA,"16:26 20 April 2020"
"2159","Amur Oblast",20,4,0,NA,"16:26 20 April 2020"
"2160","Sakhalin Oblast",19,8,0,NA,"16:26 20 April 2020"
"2161","Sevastopol",17,2,0,NA,"16:26 20 April 2020"
"2162","Tuva",13,0,0,NA,"16:26 20 April 2020"
"2163","Kurgan Oblast",13,3,0,NA,"16:26 20 April 2020"
"2164","Altai Republic",4,0,0,NA,"16:26 20 April 2020"
"2165","Chukotka Autonomous Okrug",2,0,0,NA,"16:26 20 April 2020"
"2166","Nenets Autonomous Okrug",1,0,0,NA,"16:26 20 April 2020"
"2167","Moscow",29433,2057,233,NA,"21:33 21 April 2020"
"2168","Moscow Oblast",5959,179,49,NA,"21:33 21 April 2020"
"2169","Saint Petersburg",1973,280,11,NA,"21:33 21 April 2020"
"2170","Nizhny Novgorod Oblast",860,28,5,NA,"21:33 21 April 2020"
"2171","Komi Republic",507,21,3,NA,"21:33 21 April 2020"
"2172","Leningrad Oblast",496,9,0,NA,"21:33 21 April 2020"
"2173","Krasnodar Krai",461,70,8,NA,"21:33 21 April 2020"
"2174","Murmansk Oblast",435,32,3,NA,"21:33 21 April 2020"
"2175","Tula Oblast",384,46,1,NA,"21:33 21 April 2020"
"2176","Bashkortostan",371,20,14,NA,"21:33 21 April 2020"
"2177","Dagestan",371,43,11,NA,"21:33 21 April 2020"
"2178","Krasnoyarsk Krai",370,17,2,NA,"21:33 21 April 2020"
"2179","Ingushetia",354,30,9,NA,"21:33 21 April 2020"
"2180","Bryansk Oblast",350,58,1,NA,"21:33 21 April 2020"
"2181","Rostov Oblast",346,13,0,NA,"21:33 21 April 2020"
"2182","Tver Oblast",329,15,0,NA,"21:33 21 April 2020"
"2183","Mordovia",327,10,1,NA,"21:33 21 April 2020"
"2184","Ryazan Oblast",316,9,0,NA,"21:33 21 April 2020"
"2185","Mari El",311,46,1,NA,"21:33 21 April 2020"
"2186","Chechnya",303,19,5,NA,"21:33 21 April 2020"
"2187","Tyumen Oblast",290,28,2,NA,"21:33 21 April 2020"
"2188","Vladimir Oblast",280,11,5,NA,"21:33 21 April 2020"
"2189","Tatarstan",280,30,0,NA,"21:33 21 April 2020"
"2190","Stavropol Krai",266,27,4,NA,"21:33 21 April 2020"
"2191","Kaluga Oblast",258,9,6,NA,"21:33 21 April 2020"
"2192","Khabarovsk Krai",243,16,5,NA,"21:33 21 April 2020"
"2193","Kursk Oblast",242,11,3,NA,"21:33 21 April 2020"
"2194","Perm Krai",237,30,3,NA,"21:33 21 April 2020"
"2195","Chuvashia",235,9,5,NA,"21:33 21 April 2020"
"2196","Sverdlovsk Oblast",233,55,1,NA,"21:33 21 April 2020"
"2197","Orenburg Oblast",226,20,2,NA,"21:33 21 April 2020"
"2198","Tambov Oblast",222,9,0,NA,"21:33 21 April 2020"
"2199","Ivanovo Oblast",213,12,2,NA,"21:33 21 April 2020"
"2200","Voronezh Oblast",211,30,6,NA,"21:33 21 April 2020"
"2201","Smolensk Oblast",208,4,2,NA,"21:33 21 April 2020"
"2202","Oryol Oblast",198,10,1,NA,"21:33 21 April 2020"
"2203","Khanty-Mansi Autonomous Okrug",197,22,0,NA,"21:33 21 April 2020"
"2204","Lipetsk Oblast",189,60,2,NA,"21:33 21 April 2020"
"2205","Kirov Oblast",188,14,2,NA,"21:33 21 April 2020"
"2206","Ulyanovsk Oblast",187,3,2,NA,"21:33 21 April 2020"
"2207","Yaroslavl Oblast",187,12,0,NA,"21:33 21 April 2020"
"2208","Penza Oblast",180,6,5,NA,"21:33 21 April 2020"
"2209","North Ossetia-Alania",177,8,2,NA,"21:33 21 April 2020"
"2210","Kabardino-Balkaria",170,8,1,NA,"21:33 21 April 2020"
"2211","Saratov Oblast",168,13,0,NA,"21:33 21 April 2020"
"2212","Yamalo-Nenets Autonomous Okrug",146,7,1,NA,"21:33 21 April 2020"
"2213","Kaliningrad Oblast",144,41,1,NA,"21:33 21 April 2020"
"2214","Astrakhan Oblast",137,9,3,NA,"21:33 21 April 2020"
"2215","Novosibirsk Oblast",135,16,4,NA,"21:33 21 April 2020"
"2216","Volgograd Oblast",134,25,1,NA,"21:33 21 April 2020"
"2217","Altai Krai",127,9,0,NA,"21:33 21 April 2020"
"2218","Buryatia",125,38,2,NA,"21:33 21 April 2020"
"2219","Belgorod Oblast",122,11,2,NA,"21:33 21 April 2020"
"2220","Udmurtia",118,7,3,NA,"21:33 21 April 2020"
"2221","Arkhangelsk Oblast",118,15,1,NA,"21:33 21 April 2020"
"2222","Novgorod Oblast",114,4,1,NA,"21:33 21 April 2020"
"2223","Yakutia",111,16,0,NA,"21:33 21 April 2020"
"2224","Adygea",108,21,2,NA,"21:33 21 April 2020"
"2225","Vologda Oblast",107,13,0,NA,"21:33 21 April 2020"
"2226","Karachay-Cherkessia",106,1,0,NA,"21:33 21 April 2020"
"2227","Primorsky Krai",104,7,2,NA,"21:33 21 April 2020"
"2228","Samara Oblast",103,15,0,NA,"21:33 21 April 2020"
"2229","Chelyabinsk Oblast",92,35,0,NA,"21:33 21 April 2020"
"2230","Khakassia",84,4,0,NA,"21:33 21 April 2020"
"2231","Kostroma Oblast",81,7,2,NA,"21:33 21 April 2020"
"2232","Kalmykia",77,9,3,NA,"21:33 21 April 2020"
"2233","Irkutsk Oblast",68,12,3,NA,"21:33 21 April 2020"
"2234","Magadan Oblast",65,1,0,NA,"21:33 21 April 2020"
"2235","Pskov Oblast",58,9,6,NA,"21:33 21 April 2020"
"2236","Zabaykalsky Krai",50,4,0,NA,"21:33 21 April 2020"
"2237","Kamchatka Krai",48,4,0,NA,"21:33 21 April 2020"
"2238","Kemerovo Oblast",47,11,1,NA,"21:33 21 April 2020"
"2239","Republic of Crimea",46,22,0,NA,"21:33 21 April 2020"
"2240","Jewish Autonomous Oblast",43,4,0,NA,"21:33 21 April 2020"
"2241","Omsk Oblast",41,16,0,NA,"21:33 21 April 2020"
"2242","Tomsk Oblast",37,4,0,NA,"21:33 21 April 2020"
"2243","Republic of Karelia",30,0,0,NA,"21:33 21 April 2020"
"2244","Amur Oblast",20,4,0,NA,"21:33 21 April 2020"
"2245","Sakhalin Oblast",19,8,0,NA,"21:33 21 April 2020"
"2246","Sevastopol",18,2,0,NA,"21:33 21 April 2020"
"2247","Kurgan Oblast",15,3,0,NA,"21:33 21 April 2020"
"2248","Tuva",13,0,0,NA,"21:33 21 April 2020"
"2249","Altai Republic",8,0,0,NA,"21:33 21 April 2020"
"2250","Chukotka Autonomous Okrug",2,0,0,NA,"21:33 21 April 2020"
"2251","Nenets Autonomous Okrug",1,0,0,NA,"21:33 21 April 2020"
"2252","Moscow",31981,2267,233,NA,"16:06 22 April 2020"
"2253","Moscow Oblast",6590,186,56,NA,"16:06 22 April 2020"
"2254","Saint Petersburg",2267,327,14,NA,"16:06 22 April 2020"
"2255","Nizhny Novgorod Oblast",929,49,6,NA,"16:06 22 April 2020"
"2256","Leningrad Oblast",537,24,0,NA,"16:06 22 April 2020"
"2257","Komi Republic",527,21,4,NA,"16:06 22 April 2020"
"2258","Murmansk Oblast",506,56,3,NA,"16:06 22 April 2020"
"2259","Krasnodar Krai",481,72,11,NA,"16:06 22 April 2020"
"2260","Tula Oblast",436,49,2,NA,"16:06 22 April 2020"
"2261","Dagestan",417,43,11,NA,"16:06 22 April 2020"
"2262","Bryansk Oblast",399,62,1,NA,"16:06 22 April 2020"
"2263","Rostov Oblast",398,15,0,NA,"16:06 22 April 2020"
"2264","Ingushetia",397,38,12,NA,"16:06 22 April 2020"
"2265","Bashkortostan",396,34,14,NA,"16:06 22 April 2020"
"2266","Krasnoyarsk Krai",392,28,2,NA,"16:06 22 April 2020"
"2267","Ryazan Oblast",392,15,0,NA,"16:06 22 April 2020"
"2268","Mordovia",357,11,1,NA,"16:06 22 April 2020"
"2269","Tver Oblast",356,15,0,NA,"16:06 22 April 2020"
"2270","Tatarstan",355,33,0,NA,"16:06 22 April 2020"
"2271","Mari El",333,46,1,NA,"16:06 22 April 2020"
"2272","Kaluga Oblast",330,9,8,NA,"16:06 22 April 2020"
"2273","Chechnya",323,19,6,NA,"16:06 22 April 2020"
"2274","Tyumen Oblast",319,28,2,NA,"16:06 22 April 2020"
"2275","Vladimir Oblast",293,11,5,NA,"16:06 22 April 2020"
"2276","Stavropol Krai",277,37,5,NA,"16:06 22 April 2020"
"2277","Kursk Oblast",276,26,3,NA,"16:06 22 April 2020"
"2278","Khabarovsk Krai",272,18,5,NA,"16:06 22 April 2020"
"2279","Perm Krai",266,37,3,NA,"16:06 22 April 2020"
"2280","Chuvashia",262,14,5,NA,"16:06 22 April 2020"
"2281","Orenburg Oblast",254,32,2,NA,"16:06 22 April 2020"
"2282","Smolensk Oblast",244,4,2,NA,"16:06 22 April 2020"
"2283","Sverdlovsk Oblast",243,60,1,NA,"16:06 22 April 2020"
"2284","Tambov Oblast",240,14,0,NA,"16:06 22 April 2020"
"2285","Oryol Oblast",238,10,2,NA,"16:06 22 April 2020"
"2286","Voronezh Oblast",236,30,7,NA,"16:06 22 April 2020"
"2287","Ivanovo Oblast",225,12,2,NA,"16:06 22 April 2020"
"2288","Kirov Oblast",216,18,3,NA,"16:06 22 April 2020"
"2289","Lipetsk Oblast",213,62,2,NA,"16:06 22 April 2020"
"2290","North Ossetia-Alania",211,8,2,NA,"16:06 22 April 2020"
"2291","Khanty-Mansi Autonomous Okrug",203,29,1,NA,"16:06 22 April 2020"
"2292","Yaroslavl Oblast",198,17,0,NA,"16:06 22 April 2020"
"2293","Penza Oblast",196,6,5,NA,"16:06 22 April 2020"
"2294","Ulyanovsk Oblast",196,5,2,NA,"16:06 22 April 2020"
"2295","Kabardino-Balkaria",193,11,1,NA,"16:06 22 April 2020"
"2296","Saratov Oblast",190,19,0,NA,"16:06 22 April 2020"
"2297","Primorsky Krai",166,11,2,NA,"16:06 22 April 2020"
"2298","Kaliningrad Oblast",163,42,1,NA,"16:06 22 April 2020"
"2299","Buryatia",153,49,2,NA,"16:06 22 April 2020"
"2300","Udmurtia",152,8,3,NA,"16:06 22 April 2020"
"2301","Novosibirsk Oblast",151,20,4,NA,"16:06 22 April 2020"
"2302","Yamalo-Nenets Autonomous Okrug",149,22,1,NA,"16:06 22 April 2020"
"2303","Astrakhan Oblast",148,13,3,NA,"16:06 22 April 2020"
"2304","Volgograd Oblast",145,30,2,NA,"16:06 22 April 2020"
"2305","Karachay-Cherkessia",145,1,0,NA,"16:06 22 April 2020"
"2306","Belgorod Oblast",144,12,2,NA,"16:06 22 April 2020"
"2307","Novgorod Oblast",140,4,1,NA,"16:06 22 April 2020"
"2308","Altai Krai",136,9,0,NA,"16:06 22 April 2020"
"2309","Arkhangelsk Oblast",120,18,1,NA,"16:06 22 April 2020"
"2310","Yakutia",116,16,0,NA,"16:06 22 April 2020"
"2311","Samara Oblast",115,15,0,NA,"16:06 22 April 2020"
"2312","Vologda Oblast",114,23,0,NA,"16:06 22 April 2020"
"2313","Adygea",113,26,3,NA,"16:06 22 April 2020"
"2314","Chelyabinsk Oblast",102,38,0,NA,"16:06 22 April 2020"
"2315","Kalmykia",88,12,3,NA,"16:06 22 April 2020"
"2316","Kostroma Oblast",88,7,2,NA,"16:06 22 April 2020"
"2317","Khakassia",87,4,0,NA,"16:06 22 April 2020"
"2318","Irkutsk Oblast",75,13,3,NA,"16:06 22 April 2020"
"2319","Magadan Oblast",67,1,0,NA,"16:06 22 April 2020"
"2320","Kamchatka Krai",63,4,0,NA,"16:06 22 April 2020"
"2321","Pskov Oblast",62,9,6,NA,"16:06 22 April 2020"
"2322","Zabaykalsky Krai",61,5,0,NA,"16:06 22 April 2020"
"2323","Kemerovo Oblast",56,11,1,NA,"16:06 22 April 2020"
"2324","Jewish Autonomous Oblast",52,6,0,NA,"16:06 22 April 2020"
"2325","Republic of Crimea",46,23,0,NA,"16:06 22 April 2020"
"2326","Omsk Oblast",45,17,0,NA,"16:06 22 April 2020"
"2327","Tomsk Oblast",43,4,0,NA,"16:06 22 April 2020"
"2328","Republic of Karelia",30,0,0,NA,"16:06 22 April 2020"
"2329","Amur Oblast",23,4,0,NA,"16:06 22 April 2020"
"2330","Sakhalin Oblast",19,8,0,NA,"16:06 22 April 2020"
"2331","Sevastopol",19,5,0,NA,"16:06 22 April 2020"
"2332","Kurgan Oblast",15,3,0,NA,"16:06 22 April 2020"
"2333","Tuva",13,0,0,NA,"16:06 22 April 2020"
"2334","Altai Republic",8,0,0,NA,"16:06 22 April 2020"
"2335","Chukotka Autonomous Okrug",6,0,0,NA,"16:06 22 April 2020"
"2336","Nenets Autonomous Okrug",1,0,0,NA,"16:06 22 April 2020"
"2337","Moscow",33940,2448,288,NA,"09:17 23 April 2020"
"2338","Moscow Oblast",7278,186,56,NA,"09:17 23 April 2020"
"2339","Saint Petersburg",2458,368,17,NA,"09:17 23 April 2020"
"2340","Nizhny Novgorod Oblast",1002,60,7,NA,"09:17 23 April 2020"
"2341","Murmansk Oblast",603,61,3,NA,"09:17 23 April 2020"
"2342","Leningrad Oblast",576,36,0,NA,"09:17 23 April 2020"
"2343","Komi Republic",542,23,4,NA,"09:17 23 April 2020"
"2344","Krasnodar Krai",539,88,14,NA,"09:17 23 April 2020"
"2345","Rostov Oblast",469,18,0,NA,"09:17 23 April 2020"
"2346","Tula Oblast",461,53,3,NA,"09:17 23 April 2020"
"2347","Bryansk Oblast",459,68,2,NA,"09:17 23 April 2020"
"2348","Dagestan",454,43,11,NA,"09:17 23 April 2020"
"2349","Ingushetia",436,50,13,NA,"09:17 23 April 2020"
"2350","Ryazan Oblast",429,32,0,NA,"09:17 23 April 2020"
"2351","Krasnoyarsk Krai",427,48,5,NA,"09:17 23 April 2020"
"2352","Bashkortostan",422,38,14,NA,"09:17 23 April 2020"
"2353","Tatarstan",412,33,0,NA,"09:17 23 April 2020"
"2354","Mordovia",385,13,1,NA,"09:17 23 April 2020"
"2355","Tver Oblast",383,15,0,NA,"09:17 23 April 2020"
"2356","Kaluga Oblast",383,14,8,NA,"09:17 23 April 2020"
"2357","Mari El",348,46,1,NA,"09:17 23 April 2020"
"2358","Chechnya",347,19,6,NA,"09:17 23 April 2020"
"2359","Tyumen Oblast",341,34,2,NA,"09:17 23 April 2020"
"2360","Vladimir Oblast",339,11,5,NA,"09:17 23 April 2020"
"2361","Stavropol Krai",332,38,5,NA,"09:17 23 April 2020"
"2362","Khabarovsk Krai",310,19,5,NA,"09:17 23 April 2020"
"2363","Kursk Oblast",308,27,3,NA,"09:17 23 April 2020"
"2364","Chuvashia",305,14,5,NA,"09:17 23 April 2020"
"2365","Perm Krai",287,43,4,NA,"09:17 23 April 2020"
"2366","Orenburg Oblast",277,32,2,NA,"09:17 23 April 2020"
"2367","Sverdlovsk Oblast",271,65,1,NA,"09:17 23 April 2020"
"2368","Yaroslavl Oblast",263,18,1,NA,"09:17 23 April 2020"
"2369","Tambov Oblast",263,25,0,NA,"09:17 23 April 2020"
"2370","Voronezh Oblast",261,30,7,NA,"09:17 23 April 2020"
"2371","Smolensk Oblast",251,4,2,NA,"09:17 23 April 2020"
"2372","Oryol Oblast",249,10,2,NA,"09:17 23 April 2020"
"2373","Yamalo-Nenets Autonomous Okrug",243,22,1,NA,"09:17 23 April 2020"
"2374","North Ossetia-Alania",242,18,2,NA,"09:17 23 April 2020"
"2375","Kirov Oblast",240,20,3,NA,"09:17 23 April 2020"
"2376","Ivanovo Oblast",239,12,2,NA,"09:17 23 April 2020"
"2377","Lipetsk Oblast",238,62,2,NA,"09:17 23 April 2020"
"2378","Saratov Oblast",229,19,0,NA,"09:17 23 April 2020"
"2379","Ulyanovsk Oblast",228,5,2,NA,"09:17 23 April 2020"
"2380","Kabardino-Balkaria",218,15,1,NA,"09:17 23 April 2020"
"2381","Khanty-Mansi Autonomous Okrug",215,36,1,NA,"09:17 23 April 2020"
"2382","Penza Oblast",211,6,5,NA,"09:17 23 April 2020"
"2383","Primorsky Krai",185,13,2,NA,"09:17 23 April 2020"
"2384","Belgorod Oblast",176,13,2,NA,"09:17 23 April 2020"
"2385","Kaliningrad Oblast",171,45,1,NA,"09:17 23 April 2020"
"2386","Karachay-Cherkessia",169,1,0,NA,"09:17 23 April 2020"
"2387","Novosibirsk Oblast",168,23,4,NA,"09:17 23 April 2020"
"2388","Astrakhan Oblast",165,25,3,NA,"09:17 23 April 2020"
"2389","Volgograd Oblast",165,31,2,NA,"09:17 23 April 2020"
"2390","Buryatia",163,55,2,NA,"09:17 23 April 2020"
"2391","Udmurtia",161,18,3,NA,"09:17 23 April 2020"
"2392","Novgorod Oblast",157,6,1,NA,"09:17 23 April 2020"
"2393","Altai Krai",144,13,0,NA,"09:17 23 April 2020"
"2394","Samara Oblast",141,15,0,NA,"09:17 23 April 2020"
"2395","Yakutia",128,17,0,NA,"09:17 23 April 2020"
"2396","Arkhangelsk Oblast",123,18,1,NA,"09:17 23 April 2020"
"2397","Vologda Oblast",120,23,0,NA,"09:17 23 April 2020"
"2398","Adygea",114,32,3,NA,"09:17 23 April 2020"
"2399","Chelyabinsk Oblast",111,38,0,NA,"09:17 23 April 2020"
"2400","Kostroma Oblast",104,11,2,NA,"09:17 23 April 2020"
"2401","Khakassia",99,8,0,NA,"09:17 23 April 2020"
"2402","Kalmykia",94,14,3,NA,"09:17 23 April 2020"
"2403","Kamchatka Krai",78,5,0,NA,"09:17 23 April 2020"
"2404","Magadan Oblast",76,2,0,NA,"09:17 23 April 2020"
"2405","Irkutsk Oblast",75,21,3,NA,"09:17 23 April 2020"
"2406","Kemerovo Oblast",67,11,1,NA,"09:17 23 April 2020"
"2407","Pskov Oblast",66,9,6,NA,"09:17 23 April 2020"
"2408","Jewish Autonomous Oblast",66,6,0,NA,"09:17 23 April 2020"
"2409","Zabaykalsky Krai",64,5,0,NA,"09:17 23 April 2020"
"2410","Omsk Oblast",53,19,0,NA,"09:17 23 April 2020"
"2411","Tomsk Oblast",52,4,0,NA,"09:17 23 April 2020"
"2412","Republic of Crimea",51,23,0,NA,"09:17 23 April 2020"
"2413","Republic of Karelia",35,1,0,NA,"09:17 23 April 2020"
"2414","Sevastopol",25,5,0,NA,"09:17 23 April 2020"
"2415","Amur Oblast",25,5,0,NA,"09:17 23 April 2020"
"2416","Kurgan Oblast",20,3,0,NA,"09:17 23 April 2020"
"2417","Sakhalin Oblast",19,8,0,NA,"09:17 23 April 2020"
"2418","Tuva",14,0,0,NA,"09:17 23 April 2020"
"2419","Altai Republic",9,0,0,NA,"09:17 23 April 2020"
"2420","Chukotka Autonomous Okrug",6,0,0,NA,"09:17 23 April 2020"
"2421","Nenets Autonomous Okrug",1,0,0,NA,"09:17 23 April 2020"
"2422","Moscow",36897,2735,325,NA,"13:35 24 April 2020"
"2423","Moscow Oblast",7889,235,66,NA,"13:35 24 April 2020"
